board,concentration_numeric,duration_s,n_points,s1_phys_baseline_mean,s1_phys_derivative_max,s1_phys_derivative_mean,s1_phys_derivative_min,s1_phys_derivative_std,s1_phys_minimum_response,s1_phys_normalized_response,s1_phys_recovery_slope,s1_phys_response_magnitude,s1_phys_rs_r0_final,s1_phys_rs_r0_min,s1_raw_early_mean,s1_raw_final,s1_raw_late_mean,s1_raw_max,s1_raw_mean,s1_raw_median,s1_raw_min,s1_raw_q10,s1_raw_q90,s1_raw_std,s2_phys_baseline_mean,s2_phys_derivative_max,s2_phys_derivative_mean,s2_phys_derivative_min,s2_phys_derivative_std,s2_phys_minimum_response,s2_phys_normalized_response,s2_phys_recovery_slope,s2_phys_response_magnitude,s2_phys_rs_r0_final,s2_phys_rs_r0_min,s2_raw_early_mean,s2_raw_final,s2_raw_late_mean,s2_raw_max,s2_raw_mean,s2_raw_median,PC1,PC2
B2,30,599.99,59991.0,41.47660573843716,12.749999999981128,-0.0005210933567907,-12.749999999978854,2.322236259822337,23.75,0.4274476261056548,1.3506126149549942e-05,17.72660573843716,1.003743602753018,0.5725523738943452,41.47660573843716,41.465,41.51394731801594,42.245,38.214348782697385,41.34,23.75,24.03,41.725,6.434119243860044,24.051035925695487,5.75000000000523,-4.057139404824107e-05,-5.750000000001364,1.1577909251370544,15.46,0.35720744598570686,-0.00019359198839955001,8.591035925695486,1.0028717714638582,0.6427925540142931,24.051035925695487,24.12,24.15205330044784,24.325000000000003,22.526878090039315,24.105,4.005110058325801,-1.7167185519472703
B2,40,599.99,59982.0,41.67000200906682,14.000000000006594,-0.00041564533060194997,-13.25000000001205,2.313052801009948,21.975,0.47267878007774644,-0.00106103193139455,19.695002009066812,1.0040463758884388,0.5273212199222534,41.67000200906682,41.83,41.90178220503352,42.44,38.15408522059077,41.745000000000005,21.975,22.205,42.015,7.205590025405545,24.141083995152982,5.75000000000523,-0.00010192048818108205,-5.75000000000523,1.1592828169962774,14.365,0.39900459966060325,-0.00058966136022405,9.776083995152982,1.0070745716513327,0.6009954003393967,24.141083995152982,24.31,24.329746114465255,24.5,22.4551687532499,24.235,4.131310205722484,-0.476675343860539
B2,50,599.99,59914.5,40.950044029922665,12.500000000011369,-0.0003490565582873254,-12.500000000002615,2.1428040598095865,18.990000000000002,0.5328967326748941,-0.0018288963907075,21.96004402992266,1.002374599601446,0.4671032673251059,40.950044029922665,41.045,40.88902145317169,41.515,36.29435367126605,40.675,18.990000000000002,19.17,41.09,8.26708696199313,23.93825841912654,5.500000000008868,-0.0003279923472923,-5.750000000005343,1.1012458677212564,12.93,0.45321536571760884,-0.0006744406686004999,11.008258419126541,0.9991231000292353,0.5467846342823912,23.93825841912654,23.97,23.88763068084242,24.175,21.60730598271536,23.785,2.677722519808031,0.9740371019324227
B2,60,599.99,59969.0,41.98225830652331,13.25000000001205,-3.29970753576e-05,-13.75000000000864,2.3327679173993934,18.06,0.5638084022067329,0.0005208007088023418,23.52665511215219,1.005405302575083,0.436191597793267,41.98225830652331,42.015,42.020883549225005,42.68,37.533702276521545,41.84,18.06,18.259999999999998,42.144999999999996,8.564947327772327,24.334974710391823,6.000000000005457,-6.25054171924263e-05,-6.749999999994088,1.157694091156281,12.495,0.48519807220819855,-0.00018561214422965002,11.839974710391823,1.002141116587084,0.5148019277918015,24.334974710391823,24.310000000000002,24.351266940257197,24.575000000000003,22.101681099707015,24.275,3.844584714213049,1.9215138193990096
B2,70,599.99,59991.0,41.07180419751029,12.500000000011482,-0.0002991995958613897,-14.5000000000218,2.24144807673896,16.5,0.5971849827102409,-0.00136994946881175,24.511804197510287,0.9975731423734107,0.4028150172897591,41.07180419751029,41.18,41.113168829915814,41.695,36.49634551899737,41.015,16.5,16.67,41.305,8.962567077417852,24.021742793153273,5.500000000012847,-0.00032506530722530003,-6.000000000014779,1.109095658674836,11.46,0.5158740755171729,-0.0007122004709946,12.561742793153272,0.9982857587003637,0.4841259244828271,24.021742793153273,23.915,23.910439761815457,24.25,21.59099706989597,23.84,2.6530012128188285,2.576294767910989
B2,80,599.99,59916.5,41.153220174690745,13.00000000003024,-3.7499999980772715e-05,-13.000000000011823,2.2763838841357225,15.57,0.6198415564732117,0.00128174838461395,25.58322017469074,1.005097448620685,0.3801584435267883,41.153220174690745,41.765,41.754439509506895,42.115,36.629047410433216,41.379999999999995,15.57,15.705000000000002,41.855000000000004,9.508055450948973,23.893899278669345,6.250000000000682,-2.083333328705e-05,-6.000000000005457,1.108261284178079,10.855,0.5407134275964096,0.00087335169460385,13.038899278669344,1.005367438281772,0.4592865724035903,23.893899278669345,24.25,24.243412050773088,24.384999999999998,21.60114462609695,23.990000000000002,2.8475026894587208,3.3793722032464695
B2,90,599.99,59970.0,42.52021614050456,13.500000000012278,-0.00037840639096925,-14.25000000001296,2.355979800650074,15.530000000000001,0.6336467072230456,1.9100287020850002e-05,26.88067911360227,1.0039013307759754,0.3663532927769543,42.52021614050456,42.735,42.57918666666667,43.365,37.61932364436074,42.55,15.530000000000001,15.7,42.91,9.811748823493588,24.372731485386453,6.000000000005457,4.696557442600036e-05,-6.0000000000139835,1.1448166671551177,10.795,0.5519449346344913,0.00117298649599295,13.577731485386453,1.011104403500544,0.44805506536550854,24.372731485386453,24.645000000000003,24.526392916666666,24.755000000000003,21.911603248205523,24.425,4.008855267845902,3.8631408178994424
B2,100,599.99,59950.5,42.736278754442225,13.500000000007503,-0.0009295545637028,-14.250000000013074,2.3711246238911743,14.23,0.653639207385434,-0.00226821030736075,28.204196971461144,0.9957947175416693,0.346360792614566,42.736278754442225,42.335,42.4757343666202,43.585,37.18657835744145,42.24,14.23,14.345,42.730000000000004,10.226565329460138,24.778139899735145,6.016666666649677,8.3581974439e-05,-6.500000000005912,1.1626754040546574,10.17,0.5776439671143341,1.1651261065800001e-05,14.608139899735143,1.0013842422067225,0.4223560328856659,24.778139899735145,24.43,24.44604088399557,25.14,21.76055629933899,24.31,3.933917174224245,4.506998863229979
B3,10,599.99,59960.0,33.6546615900086,12.250000000008413,-0.00032453137937951074,-13.150000000029792,2.417475535865997,26.03,0.22163178655279459,-0.0010189698359461,7.664661590008601,1.0016042754072814,0.7783682134472054,33.6546615900086,33.565,33.64049224391249,34.370000000000005,32.28611796484742,33.5,26.03,27.02,33.75,2.5064243812028026,20.443628952984334,4.82142857143964,0.00026903202749585,-5.250000000011141,0.9888303638675635,16.799999999999997,0.18349874954010098,7.249457671675e-05,3.7196099775744944,1.0041929122370723,0.816501250459899,20.443628952984334,20.46,20.518103608934823,20.625,19.83141186702423,20.415,-3.5073358209983603,-6.726559556494361
B3,20,599.99,59980.5,33.43604680096783,11.249999999996476,-5.249974987648145e-05,-12.0000000000109,2.348172675281665,22.75,0.3144539436703705,-0.0005827731019385,10.70604680096783,0.9956182734927734,0.6855460563296294,33.43604680096783,33.32,33.35495938926179,34.0,31.328855798567517,33.2,22.75,22.990000000000002,33.445,3.850391249504481,20.425784254847457,5.250000000000568,-0.00012491561607675,-4.500000000004093,0.953539927422446,14.940000000000001,0.2698539548454092,0.0006006558775503,5.485784254847457,0.9986360926025247,0.7301460451545908,20.425784254847457,20.37,20.4207132722213,20.565,19.348984662910837,20.28,-4.408851084374204,-4.647127437859124
B3,30,599.99,59926.5,33.72136074565887,12.250000000003752,-0.00037311394061985,-13.535714285727863,2.3461110824843745,20.525,0.3901767655724676,0.00099389642640245,13.271360745658871,0.9999889839297937,0.6098232344275323,33.72136074565887,33.72,33.718515792007565,34.31,31.247410924603514,33.625,20.525,20.75,33.81,4.782181557107769,20.326874734545022,4.500000000010573,0.00035994634701275,-4.500000000023306,0.9233663774932825,13.635,0.33321560019219715,0.0013565110704611499,6.691874734545024,1.0161695784015778,0.6667843998078029,20.326874734545022,20.715,20.59977452865065,20.744999999999997,19.21435143882085,20.415,-4.3461690676763665,-2.864910311163209
B3,40,599.99,59985.5,33.4619226875938,11.000000000004434,-3.225221762789234e-05,-12.250000000012733,2.313168838267532,18.35,0.4524713579106898,-0.0009244013010030001,15.2669226875938,0.9993381464579308,0.5475286420893102,33.4619226875938,33.44,33.45536499166319,33.965,30.58822680253007,33.32,18.35,18.545,33.565,5.506429347690289,20.316303197022748,5.250000000004832,-8.541385399505e-05,-4.500000000016939,0.9436422542250098,12.515,0.39227239604709313,-0.00029512494745493473,7.904470303068201,1.0022407851756014,0.6077276039529069,20.316303197022748,20.46,20.408698584827015,20.534999999999997,18.89384631273096,20.310000000000002,-4.919729797078675,-1.6132510876316053
B3,50,599.99,59984.5,33.45982850985395,12.999999999947363,-0.00021188053580434998,-12.0000000000109,2.317591765707805,16.905,0.4964888180301198,0.000520917337193,16.765614150280904,0.9994346903309627,0.5035111819698802,33.45982850985395,33.41,33.53673990299521,34.025,30.282110842729853,33.35,16.905,17.07,33.59,6.104976888229365,20.45011762699009,4.999999999987267,5.1219361252959715e-05,-5.00000000001495,0.9270951926216894,11.7,0.43408460518531206,0.0005486359644658284,8.765117626990088,0.9968261992003384,0.565915394814688,20.45011762699009,20.384999999999998,20.41259083618516,20.61,18.710569520173205,20.3,-5.150048963589196,-0.5947810843794915
B3,60,599.99,60000.0,33.321563336389396,10.500000000009436,2.4998888914014072e-05,-12.000000000010687,2.294586567891712,15.595,0.5332337961816258,0.00123864740443495,17.757162499999996,1.0052679206040498,0.4667662038183742,33.321563336389396,33.565,33.46234333333334,33.9,30.086299376965346,33.29,15.595,15.8,33.53,6.485083098457408,20.352333314858033,4.500000000004093,-0.0001500033334059115,-4.50000000000415,0.9231232647234675,10.995000000000001,0.4646865824887322,0.0006351996363554999,9.362333314858033,0.9993308846577036,0.5353134175112678,20.352333314858033,20.475,20.392881250000002,20.595,18.621743057226908,20.310000000000002,-5.384617838177288,0.21386806030985467
B3,70,599.99,59998.0,33.630998088848145,12.250000000010914,-0.0002973403782294,-12.00000000004502,2.2791652424137956,14.84,0.5611140421601823,0.00041404213655579997,18.910998088848142,1.0018029653193974,0.43888595783981754,33.630998088848145,33.655,33.611320000000006,34.055,30.055222186363487,33.5,14.84,14.98,33.715,6.868607771155469,20.454054842473745,4.750000000000796,2.780140927787872e-06,-5.250000000001876,0.9339395134351566,10.469999999999999,0.4946497020079013,0.00092820184498745,10.021320013474469,1.0028998760489949,0.5053502979920986,20.454054842473745,20.52,20.49559,20.655,18.569054533711373,20.355,-5.258736201300055,0.9265970625302067
B3,80,599.99,59961.5,33.35765196713341,10.000000000036039,-0.0002836261904720808,-12.250000000011255,2.2835208118126364,13.905000000000001,0.5818249650399963,0.0008862965402476001,19.590265888963053,1.0004131083177088,0.4181750349600037,33.35765196713341,33.655,33.65381166666667,33.935,29.853710900796692,33.445,13.905000000000001,14.032000000000007,33.715,7.175322045596184,20.47411654650775,4.500000000004093,3.133920682132696e-05,-5.000000000002615,0.9311518651194548,9.955,0.5188118643540809,0.00049971473263835,10.51911654650775,1.001512617323359,0.48118813564591906,20.47411654650775,20.505,20.510142500000004,20.685000000000002,18.512634493160885,20.445,-5.433629024065964,1.4486777934036192
B3,90,599.99,59987.5,33.57836536643322,11.750000000010914,-0.00015119491492318366,-12.250000000011823,2.30825738274978,13.225,0.6082019161450025,0.0002712890262329,20.423365366433217,1.0056615555993735,0.3917980838549975,33.57836536643322,33.69,33.595156777259085,33.97,29.734182883720152,33.504999999999995,13.225,13.370000000000001,33.72,7.454842500605746,20.344863842113206,5.250000000007958,0.00028326267255239344,-5.750000000003411,0.9152993547721344,9.515,0.538248565067641,0.000784621190281748,10.870950412706355,1.0078892272776319,0.46175143493235893,20.344863842113206,20.505,20.40669846465265,20.595,18.338552179208776,20.34,-5.473346916051184,2.0552587733256544
B3,100,599.99,59964.0,33.31279793576877,12.250000000011028,-0.0003721579266793,-12.000000000010914,2.292151292243871,12.53,0.6257353655909167,-0.0008466649542532,20.912797935768772,1.0024550132484673,0.3742646344090833,33.31279793576877,33.379999999999995,33.434851807013565,33.775,29.416976090575037,33.32,12.53,12.635000000000002,33.535,7.922018659431664,20.36451497814148,5.882307692309813,-0.00019195539711780002,-4.5000000000168825,0.9344022942834316,9.085,0.5589303840787649,-0.00035246487021495,11.279514978141481,0.9989353448998892,0.4410696159212351,20.36451497814148,20.310000000000002,20.355931379138458,20.55,18.204007986902326,20.28,-5.801803343960784,2.3897494354867104
B4,10,599.985,59980.5,37.741482870838716,11.500000000010573,-4.962202490164999e-05,-13.250000000004547,2.2409041337498836,28.115000000000002,0.2548759387089531,0.00090433323337335,9.626482870838714,1.022437219812355,0.7451240612910468,37.741482870838716,38.59,38.53950513601684,39.2,36.61734305930549,38.355000000000004,28.115000000000002,29.25,38.66,3.4797733908640467,20.954225488131723,5.000000000004548,0.00012737121009228817,-5.750000000002387,0.9762787883252666,17.595,0.16032162760370589,-0.00013256112028104994,3.359225488131722,1.0167386941899939,0.8396783723962942,20.954225488131723,21.305,21.31970766575641,21.465,20.618726737783277,21.195,0.24276734105924544,-6.242023299137544
B4,20,599.995,59960.0,37.8564382448673,11.500000000010573,-0.00013539164896685,-11.500000000026148,2.196145222050889,24.020000000000003,0.36490082291718784,0.00093257284553735,13.836438244867297,1.0185482207069871,0.6350991770828122,37.8564382448673,38.54,38.36181749231038,39.045,35.6256607193782,38.235,24.020000000000003,24.21,38.465,5.200262827922506,20.946519957853447,4.75000000000432,-3.100265687669999e-05,-5.000000000004548,0.9694799002110122,15.78,0.24660076685111054,-6.611725985969999e-05,5.1665199578534455,1.01360471513755,0.7533992331488895,20.946519957853447,21.23,21.22396199745092,21.35,20.18208851763717,21.130000000000003,-0.5262553995098064,-3.79926720642405
B4,30,599.995,59992.0,37.48932626319885,11.749999999997954,-0.00028213759576665,-11.7500000000108,2.2481602034472012,21.05,0.4384178026883727,0.0013682459553448,16.439326263198843,1.030293701423901,0.5615821973116272,37.48932626319885,38.620000000000005,38.68889903273252,39.2,35.30470419445879,38.515,21.05,21.299999999999997,38.78,6.361635224085921,20.84187361981771,4.75000000000432,0.00015836904187465002,-5.000000000008072,0.9166715668042325,14.355,0.31122992171280744,0.0008556886596903499,6.486873619817713,1.0268266284318295,0.6887700782871926,20.84187361981771,21.4,21.3338390829827,21.509999999999998,20.003253740621197,21.195,-0.7573990115326996,-1.8668125694778046
B4,40,599.99,59989.0,37.886441892393876,11.749999999999204,-5.429962791409999e-05,-11.50000000001046,2.2006888746651496,18.775,0.5039307904985051,0.0016496803063369,19.11144189239387,1.0197122137623889,0.4960692095014949,37.886441892393876,38.614999999999995,38.52728417802666,39.19,34.73125276205711,38.31,18.775,19.0,38.65,7.136875145345337,21.006678189835014,5.75000000000216,-5.127271732123612e-05,-5.00000000001171,0.9577021023471056,13.2,0.37164006408477357,0.0005833148898838393,7.806678189835016,1.0141861567689676,0.6283599359152265,21.006678189835014,21.305,21.28130271371589,21.4,19.75226570971752,21.16,-1.0858358892850513,-0.4592554883843567
B4,50,599.99,59991.0,37.44558369931723,11.7500000000108,-0.0001789440348337587,-12.250000000001592,2.2029645068634123,17.380000000000003,0.5357182861908443,0.00022922237348209996,20.06558369931723,1.0364220726300455,0.4642817138091557,37.44558369931723,38.81,38.82557026957336,39.43000000000001,34.70469905553321,38.54,17.380000000000003,17.619999999999997,38.92,7.764712537669353,20.850459977324213,4.749999999997954,-8.654387135617432e-05,-4.750000000007844,0.9229944017710112,12.405000000000001,0.4050564627139226,0.0007001361139214,8.445459977324216,1.024660345325231,0.5949435372860774,20.850459977324213,21.365000000000002,21.343169253623554,21.54,19.659485143249494,21.21,-1.1336120431855068,0.5319503743760006
B4,60,599.99,59998.0,37.57212978510307,11.500000000041837,-0.00013889833517032545,-13.500000000012108,2.1958465075044438,15.83,0.5781477256889873,0.0012901902450707,21.74212978510307,1.0252909958327074,0.4218522743110128,37.57212978510307,38.5,38.48918916666666,38.84,34.00571143781252,38.085,15.83,15.97,38.535,8.202812656025504,20.95877785325332,4.500000000016939,5.140917071105e-05,-5.000000000003183,0.9382135034468417,11.600000000000001,0.44654762242750184,0.00045258461251794995,9.358777853253319,1.0172227092061052,0.5534523775724982,20.95877785325332,21.32,21.296557083333333,21.43,19.414180548158768,21.07,-1.5690467317527799,1.43632271282064
B4,70,599.99,58634.5,37.91768654356852,11.7500000000108,0.00013501287355144993,-13.000000000011935,2.255309971232599,14.66,0.6132521107286572,0.00016760388119775002,23.257686543568525,1.0174075185118978,0.3867478892713428,37.91768654356852,38.575,38.53194078884672,38.885,34.15287752831736,38.165000000000006,14.66,15.105,38.575,8.322188982111562,20.963862138056868,4.75000000000432,0.00026142254117930003,-4.833333333339994,0.9364795701666562,10.925,0.478875538077831,-0.0003541911440641202,10.038862138056865,1.016461033617524,0.521124461922169,20.963862138056868,21.310000000000002,21.295533893921764,21.45,19.417546652093343,21.1,-1.5443742086867929,2.1393496146133764
B4,80,599.99,57623.0,37.56218712740477,12.999999999959016,7.31279101272568e-05,-11.500000000010573,2.150772054177654,13.835,0.6316743005606142,-0.00099524453934225,23.72718712740476,1.0191366248046851,0.3683256994393857,37.56218712740477,38.285,38.423935189847754,38.89,33.42682686397937,38.17,13.835,13.945,38.58,9.126594311705151,20.96447425273385,5.499999999987949,-0.00013107234263175503,-5.250000000003183,0.9051094952411911,10.44,0.5019412122625228,-0.0005368732250324642,10.524474252733851,1.0133520057458236,0.49805878773747725,20.96447425273385,21.240000000000002,21.238193898771293,21.4,19.10394849724949,21.135,-1.90710756301688,2.726758907520941
B4,90,599.99,59959.0,38.05676054957436,11.50000000001046,-0.00033311092925853466,-11.500000000026148,2.171122288720669,13.02,0.6577363823519149,0.0006313198197164,25.036760549574364,1.0069412110305642,0.3422636176480851,38.05676054957436,38.325,38.3114553699377,38.66,33.29981642276111,38.095,13.02,13.155,38.39,9.241522658362552,21.06770770447337,4.750000000003524,6.262720732780002e-05,-4.75000000000432,0.9125103149627793,9.945,0.5279571747015481,0.0005722369269764,11.122707704473374,1.004429849071852,0.4720428252984519,21.06770770447337,21.16,21.152018842901644,21.32,18.981897984676277,21.02,-2.195410762910541,3.181830338575279
B4,100,599.99,59994.0,36.74005074024675,13.250000000029218,-2.704644729509999e-05,-11.7500000000108,2.2078873732031075,12.555,0.658144863029031,-0.00065522529312995,24.18505074024675,1.0512445032050641,0.34185513697096903,36.74005074024675,38.625,38.67634643350281,38.93,33.47337016241582,38.315,12.555,12.715,38.695,9.538727187281967,20.631355564076912,4.75000000000432,-0.00020763492934494716,-5.000000000004548,0.9181838593329912,9.63,0.5332408357348377,-0.0001533921825877,11.00135556407691,1.0280623472322474,0.4667591642651623,20.631355564076912,21.21,21.276955979538254,21.43,19.035474102370472,21.134999999999998,-2.004033289302917,3.6585082376462488
B5,10,599.99,59137.0,40.98938795617015,13.607142857157065,-1.2571284972800009e-05,-13.794642857156646,3.2139616820438475,31.044999999999998,0.2418261570844189,-0.00015311846236015,9.944387956170146,1.0007939289928451,0.7581738429155811,40.98938795617015,41.0,40.8828391023166,41.945,39.324281756645036,40.83,31.044999999999998,32.575,41.205,3.2251157266522394,24.91503031195663,6.5595238095305035,-7.954138060226783e-05,-6.130952380933536,1.1582885183059812,20.765,0.1658617963158543,-0.00059631615993845,4.150030311956632,0.9990284596026007,0.8341382036841456,24.91503031195663,24.884999999999998,24.85612185381811,25.159999999999997,24.18773369553442,24.82,5.7654118249703945,-6.73184856850696
